Epoch,Loss,Val Acc
0.0,0.2986471332027926,93.71246246246247
1.0,0.14443480149023347,95.21396396396396
2.0,0.10630114787564454,95.53303303303304
3.0,0.07697276897482327,96.02102102102103
4.0,0.06910948826394438,96.22747747747748
5.0,0.05817439257762991,95.9084084084084
6.0,0.040595607952597236,96.47147147147147
7.0,0.04214200533209117,96.67792792792793
8.0,0.03611189492951237,96.43393393393393
9.0,0.03751798110023664,96.24624624624624
10.0,0.03249276960345528,96.28378378378379
11.0,0.025423845611061684,96.52777777777777
12.0,0.031177822312210092,96.69669669669669
13.0,0.027194468260225497,96.43393393393393
14.0,0.023502590846265166,96.6403903903904
15.0,0.026870514596779214,96.0397897897898
16.0,0.024613446040116053,97.01576576576576
17.0,0.021988366327471205,97.03453453453453
18.0,0.018269122404976346,97.29729729729729
19.0,0.01990175732634224,97.14714714714715
