Epoch,Loss,Val Acc
0.0,1.0473113900145612,95.87087087087087
1.0,0.08734262360724153,98.25450450450451
2.0,0.06110011390969716,98.70495495495496
3.0,0.03256088570906996,97.78528528528528
4.0,0.030155631163283902,98.51726726726727
5.0,0.024373814435210778,99.47447447447448
6.0,0.02586770137840485,98.76126126126127
7.0,0.017727711663949205,99.756006006006
8.0,0.020259541638789652,99.68093093093093
9.0,0.009938899801506574,99.54954954954955
10.0,0.023994956064387923,99.56831831831832
11.0,0.010143811885473315,99.68093093093093
12.0,0.008611884813139218,99.56831831831832
13.0,0.014222458042008607,99.58708708708708
14.0,0.018889803480128472,99.81231231231232
15.0,0.005129648911226288,99.62462462462463
16.0,0.01708166564193843,99.86861861861861
17.0,0.008509923897047696,99.84984984984985
18.0,0.005819126544442146,99.68093093093093
19.0,0.010765789978082554,99.62462462462463
