Epoch,Loss,Val Acc
0.0,1.2593585508497986,92.86786786786787
1.0,0.22775997740549367,95.27027027027027
2.0,0.1372233121837671,96.509009009009
3.0,0.09936368628894468,96.62162162162163
4.0,0.07743171376089479,96.62162162162163
5.0,0.06491614310242175,97.44744744744744
6.0,0.056582269926000295,97.33483483483484
7.0,0.046209191008419914,96.996996996997
8.0,0.04524850596949268,97.72897897897897
9.0,0.03558772970884185,97.33483483483484
10.0,0.03616383307219788,97.69144144144144
11.0,0.0350484902847894,96.88438438438439
12.0,0.02709449939139596,97.54129129129129
13.0,0.0313788370074433,97.86036036036036
14.0,0.02280476008916474,97.9542042042042
15.0,0.02198488989213527,97.50375375375376
16.0,0.021615670721668406,98.01051051051051
17.0,0.026540459294749866,97.7102102102102
18.0,0.01744739171239247,97.87912912912913
19.0,0.01874689071514599,98.34834834834835
